Timestamp,Возраст,Город,Общий стаж работы по специальности,Специализация,Зарплата за последний месяц,Прибавка к зарплате,Стаж на текущем месте работы,Размер компании
10/12/2010 13:14:20,,Киев,2,Objective-C,2000,500,2,меньше 10 человек
10/12/2010 13:14:38,,Киев,4,PHP,850,650,2,50 - 200 человек
10/12/2010 13:14:50,,другой,3,C++,1400,2000,2,50 - 200 человек
10/12/2010 13:15:10,,Киев,4,C#/.NET,2500 usd,500,4 months,50 - 200 человек
10/12/2010 13:15:50,,другой,13,Oracle,1000,1500,7,больше 200 человек
10/12/2010 13:19:24,,другой,4,PHP,700,600,4 мес,10 - 50 человек
10/12/2010 13:20:11,,другой,9,PHP,1500,1000,2,50 - 200 человек
10/12/2010 13:21:04,,Киев,18,PHP,1500,500,6,меньше 10 человек
10/12/2010 13:21:06,,Киев,7,Oracle,1750,300,5,меньше 10 человек
10/12/2010 13:22:23,,Киев,3.5 года,Java,,700 багзов,25 месяцев,50 - 200 человек
10/12/2010 13:22:35,,Киев,12,PHP,2000,700,0.5,10 - 50 человек
10/12/2010 13:24:16,,Киев,1 год,Java,500,да пошел в жопу текущий работодатель,5 месяцев,меньше 10 человек
10/12/2010 13:26:20,,Львов,3,C++,1500,500,2,больше 200 человек
10/12/2010 13:26:45,,другой,19,Oracle,1800,700,10,10 - 50 человек
10/12/2010 13:27:23,,Киев,5,Python,4000,10000,2,10 - 50 человек
10/12/2010 13:29:29,,другой,3,C#/.NET,1300,700,3,10 - 50 человек
10/12/2010 13:31:42,,другой,3 года,PHP,310,450,2 года,меньше 10 человек
10/12/2010 13:32:30,,Киев,5,Project manager,960,540,4,10 - 50 человек
10/12/2010 13:32:42,,Киев,7,Project manager,3000,3000,3,10 - 50 человек
10/12/2010 13:32:57,,Киев,2,Java,3100,500,2,больше 200 человек
10/12/2010 13:32:57,,другой,5,Java,2300,0,2,50 - 200 человек
10/12/2010 13:33:46,,другой,7,PHP,60 000 рублей,10 000 рублей,2 месяца,10 - 50 человек
10/12/2010 13:34:45,,Киев,4.5,Python,2000,500,2 года,10 - 50 человек
10/12/2010 13:35:46,,Львов,4,QA/Testing,1300 $,500 $,4,50 - 200 человек
10/12/2010 13:36:45,,другой,5 лет,C++,2750,500,2 года,меньше 10 человек
10/12/2010 13:39:01,,Киев,12,Oracle,14860 грн,+50%,20 месяцев,50 - 200 человек
10/12/2010 13:39:09,,Киев,13 лет,C++,3300,1000,103 месяца,50 - 200 человек
10/12/2010 13:39:34,,Харьков,7,Java,2200,800,2 года,50 - 200 человек
10/12/2010 13:40:22,,Киев,1,Java,6000 UAH,не интересуюсь,1,больше 200 человек
10/12/2010 13:40:39,,Львов,15,C++,1800,1200,6,50 - 200 человек
10/12/2010 13:43:08,,Киев,10,PHP,2000,3-4 т. грн.,1 месяц,меньше 10 человек
10/12/2010 13:43:34,,другой,6,C++,1500,500,2 месяца,больше 200 человек
10/12/2010 13:45:18,,другой,2 года,PHP,20,5,1 месяц,10 - 50 человек
10/12/2010 13:45:39,,другой,7,QA/Testing,450,500,3,больше 200 человек
10/12/2010 13:46:11,,другой,6,C#/.NET,2500,500,4 месяца,больше 200 человек
10/12/2010 13:46:18,,другой,1,Flex/Flash/AIR,750,50,1,10 - 50 человек
10/12/2010 13:47:17,,Киев,4.5,C#/.NET,2200,500,3,больше 200 человек
10/12/2010 13:48:19,,другой,7,Flex/Flash/AIR,400,2000,1,50 - 200 человек
10/12/2010 13:48:33,,Харьков,4 года,Embedded,1050,400,2 года,50 - 200 человек
10/12/2010 13:49:03,,другой,5,Gamedev,600,1500,3,меньше 10 человек
10/12/2010 13:49:20,,Харьков,5,C#/.NET,2000,500,1.5,10 - 50 человек
10/12/2010 13:50:38,,другой,8,Project manager,2000,2000,7,больше 200 человек
10/12/2010 13:50:58,,другой,3 года,PHP,1050,1400,3 года,10 - 50 человек
10/12/2010 13:52:08,,другой,12,Objective-C,2000,1000,4,50 - 200 человек
10/12/2010 13:54:21,,Киев,8,Project manager,1600,900,1y,меньше 10 человек
10/12/2010 13:54:42,,Киев,2.5,C#/.NET,1300,500,1,меньше 10 человек
10/12/2010 13:55:16,,другой,10,C#/.NET,,500,10,больше 200 человек
10/12/2010 13:55:35,,Харьков,3,Java,1500,300,1,10 - 50 человек
10/12/2010 13:55:51,,другой,3 роки,C++,,20%,3 роки,10 - 50 человек
10/12/2010 13:57:21,,Киев,5,Java,2800,500,1,50 - 200 человек
10/12/2010 13:57:40,,Киев,8 лет,C#/.NET,3300,500,1 год,10 - 50 человек
10/12/2010 13:58:13,,другой,4 месяца,PHP,2500 лей,1500 лей,4 месяца,меньше 10 человек
10/12/2010 13:58:41,,Киев,3,Python,1800,1000,7 месяцев,меньше 10 человек
10/12/2010 13:58:50,,Киев,6,C#/.NET,3100,500,3 года,10 - 50 человек
10/12/2010 13:58:52,,Киев,800,Java,,200,1,больше 200 человек
10/12/2010 13:59:59,,другой,1,Python,2000,2000,1,больше 200 человек
10/12/2010 14:01:02,,другой,6,C#/.NET,2000,600,2,больше 200 человек
10/12/2010 14:01:05,,Киев,4y,Java,2100,700,9m,больше 200 человек
10/12/2010 14:01:50,,другой,8 лет,Java,1600,500,4 года,больше 200 человек
10/12/2010 14:02:57,,другой,4,Project manager,3500 uah,2000 uah,2,10 - 50 человек
10/12/2010 14:03:13,,Киев,11,Project manager,2700,500,4,больше 200 человек
10/12/2010 14:04:01,,Киев,4,Java,2000,0,2.5,больше 200 человек
10/12/2010 14:05:17,,Киев,4года,Java,2500,+500,7мес,больше 200 человек
10/12/2010 14:07:08,,Киев,12,C#/.NET,2000,1000,2,10 - 50 человек
10/12/2010 14:07:51,,Харьков,10,C#/.NET,1900,400,2,10 - 50 человек
10/12/2010 14:09:06,,Харьков,1,QA/Testing,500,500,1,10 - 50 человек
10/12/2010 14:14:00,,Киев,7,C#/.NET,1800,700,3,50 - 200 человек
10/12/2010 14:14:06,,Киев,1 год,HTML/CSS/JavaScript,500,200,1 год,10 - 50 человек
10/12/2010 14:15:44,,Киев,11,C#/.NET,2000,700,7,50 - 200 человек
10/12/2010 14:16:03,,Киев,10,Oracle,2000,10%,6,50 - 200 человек
10/12/2010 14:17:08,,Киев,2.5,C#/.NET,1200,600,0.5,50 - 200 человек
10/12/2010 14:21:25,,Львов,6 лет,Java,2300,2800,5 мес,больше 200 человек
10/12/2010 14:21:27,,Львов,3,Java,1300,500,2,больше 200 человек
10/12/2010 14:21:51,,другой,10,Java,1400,200,3,50 - 200 человек
10/12/2010 14:22:31,,Киев,5,C#/.NET,,500,3,больше 200 человек
10/12/2010 14:23:12,,Львов,5 лет,HTML/CSS/JavaScript,1000,+600,22 месяца,меньше 10 человек
10/12/2010 14:27:00,,Харьков,12,C#/.NET,1550,1000,11,больше 200 человек
10/12/2010 14:27:24,,Киев,9,C#/.NET,2700,500,4,меньше 10 человек
10/12/2010 14:27:36,,Киев,2,Java,1300,1000,1,больше 200 человек
10/12/2010 14:27:54,,Львов,3 years,QA/Testing,1300,no,6 month,больше 200 человек
10/12/2010 14:28:29,,Киев,5,Java,1700,400,1,больше 200 человек
10/12/2010 14:28:38,,Киев,10 месяцев,Java,600,400,4 месяца,больше 200 человек
10/12/2010 14:28:59,,Харьков,10,C#/.NET,2000,1000,6 мес,больше 200 человек
10/12/2010 14:29:06,,Киев,4,C#/.NET,2000,500,1,10 - 50 человек
10/12/2010 14:29:49,,другой,16 месяцев,Java,1200,500,16 месяцев,меньше 10 человек
10/12/2010 14:32:05,,Киев,5,C++,1300,500,1,больше 200 человек
10/12/2010 14:32:18,,Киев,4,C#/.NET,1400,600,0.5,больше 200 человек
10/12/2010 14:32:40,,Киев,3,Embedded,1000,500,3 месяца,50 - 200 человек
10/12/2010 14:33:13,,Киев,5 лет,C++,2000,1000,2 года,меньше 10 человек
10/12/2010 14:33:34,,Киев,2 года,Java,1200,300,1 год,больше 200 человек
10/12/2010 14:34:15,,Киев,4.5,C#/.NET,1900,700,0.5,больше 200 человек
10/12/2010 14:34:24,,Львов,12,Oracle,1800,0,5,больше 200 человек
10/12/2010 14:34:38,,Харьков,6,Project manager,1700,300,1,10 - 50 человек
10/12/2010 14:35:15,,Харьков,4,QA/Testing,950,250,2.5,больше 200 человек
10/12/2010 14:35:47,,другой,5,HTML/CSS/JavaScript,,10000,3,50 - 200 человек
10/12/2010 14:36:11,,Львов,3,QA/Testing,300,100,3,больше 200 человек
10/12/2010 14:36:37,,Львов,"3,5",Embedded,,500,"0,5",больше 200 человек
10/12/2010 14:36:41,,Киев,7,Java,2200,800,2,больше 200 человек
10/12/2010 14:36:56,,Киев,2,C++,2500,700,2 месяца,больше 200 человек
10/12/2010 14:37:13,,Харьков,3 года,QA/Testing,1300,400,"0,5 года",больше 200 человек
10/12/2010 14:37:50,,Киев,7,HTML/CSS/JavaScript,3500,1500,8 месяцев,10 - 50 человек
10/12/2010 14:38:00,,другой,20 лет,Flex/Flash/AIR,1500,0,2 года,10 - 50 человек
10/12/2010 14:38:31,,Киев,11,Mobile,13000,2000,26 месяцев,больше 200 человек
10/12/2010 14:39:29,,другой,12,C#/.NET,1500,3000,4,меньше 10 человек
10/12/2010 14:39:54,,Киев,3.5,Embedded,1800,400,3,больше 200 человек
10/12/2010 14:40:19,,другой,7,C#/.NET,1000,1000,6,больше 200 человек
10/12/2010 14:41:02,,Киев,"2,5",Java,1650,850,2,10 - 50 человек
10/12/2010 14:41:43,,Киев,10,C#/.NET,,700,2,меньше 10 человек
10/12/2010 14:42:40,,Харьков,13,C#/.NET,1800 USD,2700,13,больше 200 человек
10/12/2010 14:42:46,,Харьков,10,C#/.NET,2000,1000,6,меньше 10 человек
10/12/2010 14:43:34,,другой,16,C#/.NET,5200,7500,4,больше 200 человек
10/12/2010 14:44:17,,Киев,6,Mobile,3700,1000,3 месяца,больше 200 человек
10/12/2010 14:44:20,,другой,8 лет,PHP,1500 USD,700 USD,2 года,50 - 200 человек
10/12/2010 14:45:46,,другой,8,Oracle,1000,1300,1,больше 200 человек
10/12/2010 14:45:47,,другой,4,C#/.NET,,300,2,больше 200 человек
10/12/2010 14:45:55,,Львов,10,C#/.NET,2000,500-1000,5,10 - 50 человек
10/12/2010 14:46:03,,Киев,4,Java,1600,500,1,больше 200 человек
10/12/2010 14:46:39,,Киев,15,Project manager,3700,500,4,меньше 10 человек
10/12/2010 14:46:58,,Киев,2,Java,1650,500,2,10 - 50 человек
10/12/2010 14:47:12,,Харьков,"3,5",Project manager,1500,200,17,50 - 200 человек
10/12/2010 14:48:40,,Киев,3 y,QA/Testing,1000,30%,13 m,больше 200 человек
10/12/2010 14:50:00,,Киев,10,Project manager,3200,300,"3,5",больше 200 человек
10/12/2010 14:51:05,,Киев,10,Java,,500,"2,5 года",50 - 200 человек
10/12/2010 14:51:41,,Киев,11 лет,C++,1200,100,7 лет,10 - 50 человек
10/12/2010 14:52:01,,Львов,4,C#/.NET,1200,1600,5 месяцев,больше 200 человек
10/12/2010 14:52:59,,Львов,1 год,QA/Testing,400,150,1 год,больше 200 человек
10/12/2010 14:53:42,,Киев,5 лет,Ruby/Rails,3000,+3000,1.5 года,10 - 50 человек
10/12/2010 14:55:20,,другой,3,PHP,500,200,3,больше 200 человек
10/12/2010 14:55:25,,Харьков,2.5,C#/.NET,800,400,2.5,больше 200 человек
10/12/2010 14:56:25,,Киев,7,C#/.NET,,500,3,больше 200 человек
10/12/2010 14:57:12,,другой,3,C++,800,800,3,50 - 200 человек
10/12/2010 14:57:50,,другой,12,C#/.NET,1500,3000,4,меньше 10 человек
10/12/2010 14:57:54,,Львов,4,C#/.NET,1600,300,2,больше 200 человек
10/12/2010 14:58:19,,другой,4,Gamedev,1000,300,0.5,10 - 50 человек
10/12/2010 14:58:27,,Киев,7 лет,QA/Testing,1600,1000,3 года,больше 200 человек
10/12/2010 14:59:49,,Львов,4,C++,1200,500,2,50 - 200 человек
10/12/2010 15:00:12,,Киев,11 лет,Java,3800,0,1 год,10 - 50 человек
10/12/2010 15:00:36,,Киев,6,C#/.NET,2600,600,1,10 - 50 человек
10/12/2010 15:01:36,,другой,7,Java,2250,300,7,больше 200 человек
10/12/2010 15:03:13,,Харьков,4 года,QA/Testing,1400,600,2 года,больше 200 человек
10/12/2010 15:03:48,,Харьков,8 лет,C#/.NET,3500,0,1.5 года,10 - 50 человек
10/12/2010 15:04:27,,Киев,9,Oracle,1000,1500,5,50 - 200 человек
10/12/2010 15:05:46,,другой,15,Project manager,,500,5,больше 200 человек
10/12/2010 15:05:57,,Киев,8,C#/.NET,3400,600,0.5,10 - 50 человек
10/12/2010 15:06:42,,Киев,5,C#/.NET,,500,1,больше 200 человек
10/12/2010 15:06:44,,Харьков,1,PHP,600,200,1,меньше 10 человек
10/12/2010 15:08:10,,Киев,6,Flex/Flash/AIR,3200,500,15m,10 - 50 человек
10/12/2010 15:09:20,,Киев,8,Java,2300,+200,1 год,больше 200 человек
10/12/2010 15:10:49,,Киев,3,C#/.NET,1600,600,3,10 - 50 человек
10/12/2010 15:13:08,,другой,5 лет,Ruby/Rails,1650,+ 80%,2 года,10 - 50 человек
10/12/2010 15:13:21,,Киев,11 лет,Embedded,гривна,+500$,11 лет,больше 200 человек
10/12/2010 15:14:28,,Львов,6,Python,,$1000,16 месяцев,больше 200 человек
10/12/2010 15:16:18,,Киев,8,C#/.NET,2500,500,2,меньше 10 человек
10/12/2010 15:17:40,,другой,4,C#/.NET,3000,2000,2,меньше 10 человек
10/12/2010 15:18:14,,Киев,2,QA/Testing,900,400,"0,5",больше 200 человек
10/12/2010 15:20:56,,другой,5,Java,2700,800,3,меньше 10 человек
10/12/2010 15:22:02,,Киев,10,C#/.NET,3300,0,2mon,меньше 10 человек
10/12/2010 15:22:11,,Киев,7,PHP,3000,1000,1.5 года,меньше 10 человек
10/12/2010 15:22:30,,другой,8,Java,1000,1000,2,больше 200 человек
10/12/2010 15:24:28,,Киев,10,Embedded,1500 USD,1000 USD,2,50 - 200 человек
10/12/2010 15:24:33,,Харьков,4,C#/.NET,1500,1000,6 месяцев,больше 200 человек
10/12/2010 15:27:09,,Харьков,Харьков,Project manager,3300,1200,3 года,10 - 50 человек
10/12/2010 15:27:38,,Харьков,4,QA/Testing,,1000,3.5,больше 200 человек
10/12/2010 15:28:00,,Киев,1 год,QA/Testing,3000 грн,+1000,1.5 лет,10 - 50 человек
10/12/2010 15:28:35,,другой,2 года,PHP,500,300,2 месяца,меньше 10 человек
10/12/2010 15:29:17,,Киев,7 лет,Project manager,3500 USD,+50%,5 лет,10 - 50 человек
10/12/2010 15:31:24,,Львов,4,Java,1.5,600,8,50 - 200 человек
10/12/2010 15:31:27,,Львов,12,Project manager,4000,1000,8,50 - 200 человек
10/12/2010 15:31:48,,Харьков,14,C++,1800,+500,5 месяцев,больше 200 человек
10/12/2010 15:34:05,,Киев,3,Flex/Flash/AIR,1000,1000,1 месяц,10 - 50 человек
10/12/2010 15:37:53,,другой,15,C++,4500,2000,4,больше 200 человек
10/12/2010 15:39:08,,Киев,4.5,C#/.NET,,500,1.5,больше 200 человек
10/12/2010 15:39:53,,другой,3 года ,PHP,4000 грн,0,6 мес,10 - 50 человек
10/12/2010 15:40:36,,Киев,4,Java,2300,1000,3,больше 200 человек
10/12/2010 15:43:07,,другой,5,PHP,2700,1000,2.5,50 - 200 человек
10/12/2010 15:43:10,,Львов,2,Java,700,700,2,больше 200 человек
10/12/2010 15:48:25,,Киев,6,Java,2000,500,2,больше 200 человек
10/12/2010 15:49:14,,Киев,7 лет,Java,3200,1000,4 года,больше 200 человек
10/12/2010 15:49:31,,Львов,"4,5",Oracle,2200,200,2,больше 200 человек
10/12/2010 15:51:16,,Харьков,7,QA/Testing,1800,600,5,больше 200 человек
10/12/2010 15:55:36,,Харьков,4,QA/Testing,1250,750,9 месяцев ,10 - 50 человек
10/12/2010 15:55:56,,Львов,2,C++,650,350,2,10 - 50 человек
10/12/2010 15:58:19,,Киев,6,C#/.NET,2000,600,2,меньше 10 человек
10/12/2010 16:00:33,,другой,3,C++,600,600,3,10 - 50 человек
10/12/2010 16:03:27,,Киев,2 года,Java,1500 USD,500 USD,2 года,10 - 50 человек
10/12/2010 16:04:31,,Харьков,6,C#/.NET,1400,400,4,больше 200 человек
10/12/2010 16:04:41,,Львов,5,C++,2600,400,2,больше 200 человек
10/12/2010 16:04:48,,Киев,10,Project manager,2600,600,2,меньше 10 человек
10/12/2010 16:06:30,,Киев,12.5,Project manager,3300,500,5.5,больше 200 человек
10/12/2010 16:08:21,,другой,8,Project manager,5000 грн,0,5,больше 200 человек
10/12/2010 16:09:54,,Киев,3,Java,3000,800,1,50 - 200 человек
10/12/2010 16:10:51,,Львов,5,Embedded,700,200,5,больше 200 человек
10/12/2010 16:11:01,,Харьков,5,C#/.NET,2500,500,2,10 - 50 человек
10/12/2010 16:11:08,,Киев,3 года,Python,400,400,1 год,10 - 50 человек
10/12/2010 16:13:31,,Киев,4,C#/.NET,1500,+500,2,меньше 10 человек
10/12/2010 16:14:39,,другой,6,C++,450,500,7,10 - 50 человек
10/12/2010 16:15:27,,Харьков,5 лет,C#/.NET,2700,600,20 месяцев,10 - 50 человек
10/12/2010 16:15:30,,Львов,3,Flex/Flash/AIR,1800,1000,1,меньше 10 человек
10/12/2010 16:15:57,,другой,5,Java,600,400,2,меньше 10 человек
10/12/2010 16:17:21,,другой,6,C#/.NET,1000 $,200,2,меньше 10 человек
10/12/2010 16:17:49,,Киев,10,Flex/Flash/AIR,1500,1000,1,меньше 10 человек
10/12/2010 16:18:23,,Киев,6 лет,PHP,1600,200,4 мес,10 - 50 человек
10/12/2010 16:19:50,,другой,10,C#/.NET,1800,1000,5,50 - 200 человек
10/12/2010 16:20:29,,Киев,8,HTML/CSS/JavaScript,2300,500,2,10 - 50 человек
10/12/2010 16:20:55,,Харьков,4 года,Java,1400,400,10 месяцев,50 - 200 человек
10/12/2010 16:21:09,,другой,3 года,PHP,23000 руб.,10000 р.,2 года,10 - 50 человек
10/12/2010 16:21:18,,Киев,5,Project manager,2600,1000,3,50 - 200 человек
10/12/2010 16:24:00,,Киев,6,Java,$14.2 в час,"нет, спасибо",3,меньше 10 человек
10/12/2010 16:24:11,,Харьков,4,Java,1400,300,2,10 - 50 человек
10/12/2010 16:26:20,,Львов,5,C++,1700,700,3,50 - 200 человек
10/12/2010 16:27:09,,другой,5,C#/.NET,,500,3,10 - 50 человек
10/12/2010 16:28:13,,Киев,7,Flex/Flash/AIR,,100,3,меньше 10 человек
10/12/2010 16:28:19,,Львов,7,PHP,2800,+600 USD,2 month,меньше 10 человек
10/12/2010 16:28:52,,Киев,7,C#/.NET,1900,500,1,10 - 50 человек
10/12/2010 16:29:49,,Киев,8,C#/.NET,2000,0,5 мес,больше 200 человек
10/12/2010 16:30:28,,Киев,"5,5 лет",Java,3250,1500,1 месяц,больше 200 человек
10/12/2010 16:32:21,,Киев,6,Mobile,2300,+20%,6 месяцев,50 - 200 человек
10/12/2010 16:40:55,,Киев,7,QA/Testing,1200,2000,4,10 - 50 человек
10/12/2010 16:40:57,,Харьков,3 месяца,Java,200,300,3 месяца,50 - 200 человек
10/12/2010 16:41:11,,Киев,"1,5 года",C#/.NET,850,300,"1,5 года",меньше 10 человек
10/12/2010 16:42:47,,другой,4 года,Java,1700,500,14 месяцев,10 - 50 человек
10/12/2010 16:45:10,,Киев,"0,6",QA/Testing,800,300,3 месяца,больше 200 человек
10/12/2010 16:45:52,,Львов,6+,HTML/CSS/JavaScript,1500,500,~2,меньше 10 человек
10/12/2010 16:49:02,,Харьков,4,PHP,1100,500,3,10 - 50 человек
10/12/2010 16:57:36,,Киев,10,C#/.NET,3800,800,4,10 - 50 человек
10/12/2010 16:59:01,,другой,2 года,QA/Testing,,500,6 месяцев,больше 200 человек
10/12/2010 16:59:31,,Киев,"2,5 года",PHP,7000 грн,0,2 года,меньше 10 человек
10/12/2010 17:00:07,,Киев,15,Java,,600,3,10 - 50 человек
10/12/2010 17:00:30,,Харьков,4,Project manager,,1000,3,меньше 10 человек
10/12/2010 17:03:15,,другой,10,Project manager,2000,1000,6,10 - 50 человек
10/12/2010 17:03:21,,Львов,3,C#/.NET,,700,1,меньше 10 человек
10/12/2010 17:06:33,,Киев,10,PHP,2500,500,2.5 года,больше 200 человек
10/12/2010 17:07:35,,Харьков,3,PHP,1200,400,1,меньше 10 человек
10/12/2010 17:07:49,,другой,4,PHP,1200,1000,1,10 - 50 человек
10/12/2010 17:11:12,,другой,5,PHP,1200,800,1,10 - 50 человек
10/12/2010 17:12:08,,другой,3,Java,1200,500,0,10 - 50 человек
10/12/2010 17:12:26,,Киев,6,QA/Testing,2000,1000,1,больше 200 человек
10/12/2010 17:13:04,,Киев,5,C#/.NET,1600,400,1.5 года,больше 200 человек
10/12/2010 17:13:24,,Киев,4,Java,2000,500,4 месяца,больше 200 человек
10/12/2010 17:15:19,,Киев,"2,5 года",HTML/CSS/JavaScript,1900,500,"2,5 года",больше 200 человек
10/12/2010 17:15:20,,Киев,2,Java,2200,1000,1,50 - 200 человек
10/12/2010 17:15:42,,Харьков,15,C#/.NET,2050,500,6,больше 200 человек
10/12/2010 17:17:49,,Львов,3,Java,1500,1000,3,10 - 50 человек
10/12/2010 17:17:51,,другой,3,PHP,4000 грн,1500,3,меньше 10 человек
10/12/2010 17:17:56,,Львов,8,Oracle,1900,500,2,больше 200 человек
10/12/2010 17:18:34,,Харьков,3,C#/.NET,1400,1000,3,50 - 200 человек
10/12/2010 17:19:51,,Киев,3,Oracle,,8000,3 года,10 - 50 человек
10/12/2010 17:19:55,,Киев,3 года,C#/.NET,1100 евро,800+ евро,2,10 - 50 человек
10/12/2010 17:20:26,,другой,15,C#/.NET,1000,300,6,меньше 10 человек
10/12/2010 17:20:44,,другой,7,PHP,2000,0,7,меньше 10 человек
10/12/2010 17:21:01,,Киев,4,Java,,300,1,больше 200 человек
10/12/2010 17:21:07,,Харьков,3 года,Flex/Flash/AIR,1000,1000,3 года,50 - 200 человек
10/12/2010 17:21:27,,другой,10 лет,QA/Testing,1000,600,7 лет,меньше 10 человек
10/12/2010 17:21:36,,Киев,5,C#/.NET,2500,300,1,меньше 10 человек
10/12/2010 17:21:41,,другой,"2,5 года",Java,6500 грн,2000 грн,"2,5 года",50 - 200 человек
10/12/2010 17:22:13,,Харьков,10+,QA/Testing,1700 евро,600 евро,3,10 - 50 человек
10/12/2010 17:22:41,,Харьков,9 месяцев,Java,450,200,9 месяцев,больше 200 человек
10/12/2010 17:23:03,,Харьков,7,Flex/Flash/AIR,1400,1600,3,10 - 50 человек
10/12/2010 17:23:07,,Киев,5,Project manager,2000,1000,5,50 - 200 человек
10/12/2010 17:23:08,,Харьков,16,Project manager,3000,1000,3,50 - 200 человек
10/12/2010 17:24:08,,Киев,12 лет,PHP,4000,1000,2 года,10 - 50 человек
10/12/2010 17:24:22,,Харьков,3,Oracle,3200 грн,5000,3,больше 200 человек
10/12/2010 17:24:25,,Киев,1,Java,,500,1,больше 200 человек
10/12/2010 17:24:31,,Харьков,6,C#/.NET,2500,500,3,10 - 50 человек
10/12/2010 17:25:29,,Харьков,2.5,C#/.NET,1200,300,2 мес,10 - 50 человек
10/12/2010 17:25:43,,Харьков,5,Embedded,1200,400,3,50 - 200 человек
10/12/2010 17:26:17,,Харьков,4,Ruby/Rails,1500,500,3 месяца,меньше 10 человек
10/12/2010 17:27:39,,Киев,7лет,C#/.NET,3000,500,2года,меньше 10 человек
10/12/2010 17:28:20,,другой,3,PHP,,15000 руб.,2,меньше 10 человек
10/12/2010 17:29:03,,Киев,3,Java,1000,500,4 месяца,больше 200 человек
10/12/2010 17:29:19,,Харьков,8,Project manager,3000,1000,6,50 - 200 человек
10/12/2010 17:29:59,,Киев,5,PHP,2000,30,1,больше 200 человек
10/12/2010 17:30:30,,Киев,8,HTML/CSS/JavaScript,1400,0,1.5 года,больше 200 человек
10/12/2010 17:31:52,,Львов,2,Java,1000,500,6 міс,50 - 200 человек
10/12/2010 17:32:25,,Киев,10,Oracle,2300,3000,6,больше 200 человек
10/12/2010 17:32:55,,Харьков,3 года,PHP,800,1200,8 месяцев,10 - 50 человек
10/12/2010 17:33:20,,Харьков,3,Gamedev,2000,500,3,10 - 50 человек
10/12/2010 17:33:22,,Киев,13,Mobile,,50%,10,больше 200 человек
10/12/2010 17:33:35,,другой,0,Java,300,0,1 месяц,50 - 200 человек
10/12/2010 17:34:01,,Киев,11,C#/.NET,3600,500,3,50 - 200 человек
10/12/2010 17:34:06,,Киев,11 лет,Oracle,1875,625,3 года,50 - 200 человек
10/12/2010 17:34:11,,Львов,11,Java,2750,1000,4,больше 200 человек
10/12/2010 17:34:35,,Киев,5 лет,PHP,600,1500,2 года,меньше 10 человек
10/12/2010 17:34:58,,Киев,10,Embedded,1500eur,1500eur,3m,10 - 50 человек
10/12/2010 17:35:22,,Киев,4.5,Java,2500,2000,2,10 - 50 человек
10/12/2010 17:35:57,,Киев,5,HTML/CSS/JavaScript,2780,1220,2,50 - 200 человек
10/12/2010 17:36:13,,другой,3,Java,200,100,0.5,меньше 10 человек
10/12/2010 17:36:29,,Киев,6,Java,1500,50%,1,больше 200 человек
10/12/2010 17:36:40,,другой,13,C#/.NET,2200,500,1,меньше 10 человек
10/12/2010 17:37:42,,другой,3,PHP,1000,0,1 год,10 - 50 человек
10/12/2010 17:38:24,,Киев,5,C++,1200,1000,2,10 - 50 человек
10/12/2010 17:40:37,,Киев,30,Project manager,1250,30%,29,меньше 10 человек
10/12/2010 17:41:13,,Киев,3,Java,1300,300,1,меньше 10 человек
10/12/2010 17:41:25,,Киев,4,Mobile,2000,500,2,10 - 50 человек
10/12/2010 17:41:58,,другой,8,PHP,6000,2000,2,10 - 50 человек
10/12/2010 17:44:56,,Киев,8 years,PHP,$2000,$500,1 year,больше 200 человек
10/12/2010 17:45:26,,Киев,3,HTML/CSS/JavaScript,1400,600,1,50 - 200 человек
10/12/2010 17:47:57,,Харьков,6 лет 6 мес,C#/.NET,1400,400,6 лет 6 мес,50 - 200 человек
10/12/2010 17:48:33,,другой,5 лет,C++,8000,0,2 года,меньше 10 человек
10/12/2010 17:48:43,,Киев,2,PHP,,2000,2 мес,меньше 10 человек
