Timestamp,Возраст,Город,Общий стаж работы по специальности,Специализация,Зарплата за последний месяц,Прибавка к зарплате,Стаж на текущем месте работы,Размер компании
10/12/2010 17:50:20,,Харьков,4.5 года,QA/Testing,1500,2000,5 месяцев,больше 200 человек
10/12/2010 17:50:48,,Харьков,3,Python,1200,800,1,10 - 50 человек
10/12/2010 17:52:30,,другой,8,C#/.NET,2300,700,2 года,меньше 10 человек
10/12/2010 17:53:24,,другой,8,Project manager,2700,3500,8,больше 200 человек
10/12/2010 17:53:36,,Киев,4 года 2 месяца,QA/Testing,,4000 грн.,10 месяцев,больше 200 человек
10/12/2010 17:53:47,,Харьков,2,C#/.NET,700,400,0.8,50 - 200 человек
10/12/2010 17:56:08,,другой,10,C#/.NET,1000,500,1,меньше 10 человек
10/12/2010 17:56:39,,Львов,3 года,C#/.NET,1100,1000,3 года,больше 200 человек
10/12/2010 17:56:40,,Львов,5 років,C#/.NET,2100,0,6 місяців,10 - 50 человек
10/12/2010 17:58:18,,Киев,10,Embedded,1700,+1000,5,10 - 50 человек
10/12/2010 18:02:21,,другой,7,Python,1692,1000,5 месяцев,10 - 50 человек
10/12/2010 18:02:37,,Харьков,4,PHP,2000,от 4000$ до ~,1,меньше 10 человек
10/12/2010 18:03:54,,другой,2,Java,800,800,"1,5",50 - 200 человек
10/12/2010 18:04:00,,Киев,4,HTML/CSS/JavaScript,,500,1.5,меньше 10 человек
10/12/2010 18:05:08,,Харьков,4,C#/.NET,1800,500,3,50 - 200 человек
10/12/2010 18:07:57,,Киев,5,C++,1900,500,3,50 - 200 человек
10/12/2010 18:08:14,,Харьков,7,PHP,2000,900,2 года,50 - 200 человек
10/12/2010 18:09:06,,Киев,1,Java,700,1200,1,больше 200 человек
10/12/2010 18:09:32,,Харьков,4.5,C#/.NET,1500,1000,1.5,50 - 200 человек
10/12/2010 18:09:38,,Львов,10,C++,,1,10,больше 200 человек
10/12/2010 18:12:33,,Киев,6,C#/.NET,2300,500,3,больше 200 человек
10/12/2010 18:12:46,,Киев,6,Ruby/Rails,2500,1000,1.5 лет,10 - 50 человек
10/12/2010 18:14:16,,Львов,16,Java,2700,5400,2 місяці,50 - 200 человек
10/12/2010 18:14:40,,Киев,4,C++,,400,3,больше 200 человек
10/12/2010 18:15:31,,Харьков,10,Oracle,1000,300,10,50 - 200 человек
10/12/2010 18:16:10,,Киев,10+,Java,2500,30%,13 monts,больше 200 человек
10/12/2010 18:17:34,,Киев,2,Java,2000,700,3,10 - 50 человек
10/12/2010 18:23:32,,Харьков,11,QA/Testing,1200,500,6 месяцев,больше 200 человек
10/12/2010 18:26:06,,Киев,5,Objective-C,2100,500,5,больше 200 человек
10/12/2010 18:26:42,,Львов,15,QA/Testing,2200,400,5,больше 200 человек
10/12/2010 18:28:11,,Киев,8,PHP,1000,300,12 мес,меньше 10 человек
10/12/2010 18:29:02,,Киев,3,Java,1500,100,3,больше 200 человек
10/12/2010 18:29:09,,другой,3 года,Python,2500,3500,2 месяца,меньше 10 человек
10/12/2010 18:30:09,,Киев,3,Flex/Flash/AIR,2100,900,2,больше 200 человек
10/12/2010 18:31:06,,Киев,4,Python,1400,600,"1,5 года",50 - 200 человек
10/12/2010 18:31:51,,Киев,2.5,C#/.NET,1800,800,2.5,больше 200 человек
10/12/2010 18:31:56,,Киев,10,C#/.NET,10000,5000,2,10 - 50 человек
10/12/2010 18:40:19,,Киев,8,Java,2800,500,2,10 - 50 человек
10/12/2010 18:43:23,,Киев,6,Mobile,2800,35%,1 месяц,50 - 200 человек
10/12/2010 18:43:48,,Киев,9,Embedded,2000,> 33%,1 месяц,больше 200 человек
10/12/2010 18:44:39,,Харьков,5,Embedded,1000,500,3,50 - 200 человек
10/12/2010 18:45:48,,Киев,3,QA/Testing,1700,400,2,больше 200 человек
10/12/2010 18:45:51,,Львов,4,QA/Testing,1800,500,3,больше 200 человек
10/12/2010 18:46:14,,другой,10,Mobile,2200,500,3,10 - 50 человек
10/12/2010 18:49:01,,Киев,3года,C#/.NET,1650,400уе,6 мес,10 - 50 человек
10/12/2010 18:49:05,,Киев,4 года,QA/Testing,1600,50%,2 года 6 месяцев,50 - 200 человек
10/12/2010 18:49:40,,Киев,6,Project manager,3000,100%,4,50 - 200 человек
10/12/2010 18:50:03,,Киев,3,Flex/Flash/AIR,1500,500,1 год,больше 200 человек
10/12/2010 18:52:26,,Киев,4,Embedded,1500,1500,1,больше 200 человек
10/12/2010 18:53:43,,Киев,5 месяцев,C#/.NET,5000 грн,3000,5 месяцев,10 - 50 человек
10/12/2010 18:54:04,,другой,6 месяцев,C#/.NET,300,300,6 месяцев,10 - 50 человек
10/12/2010 18:54:13,,Киев,2,PHP,2000,30%,2,10 - 50 человек
10/12/2010 18:54:16,,Харьков,5 лет,C#/.NET,2000,2000,6 мес,10 - 50 человек
10/12/2010 18:54:50,,Киев,7,Java,3500,700,2 месяца,больше 200 человек
10/12/2010 19:02:48,,Киев,6,PHP,,300,2,больше 200 человек
10/12/2010 19:03:17,,другой,12,Python,,1,8,меньше 10 человек
10/12/2010 19:03:49,,Киев,6,Embedded,1500,1000,1,50 - 200 человек
10/12/2010 19:05:00,,Киев,3,Embedded,,в два раза,2,50 - 200 человек
10/12/2010 19:09:38,,Киев,10,Java,2920,200,12,меньше 10 человек
10/12/2010 19:11:29,,Харьков,6 мес.,QA/Testing,350,150,6 мес,50 - 200 человек
10/12/2010 19:16:07,,Львов,4.5,QA/Testing,,500,3.5,больше 200 человек
10/12/2010 19:16:27,,Киев,9,C++,2600,300,2,меньше 10 человек
10/12/2010 19:16:30,,Киев,5,C#/.NET,,500,5,меньше 10 человек
10/12/2010 19:18:51,,Киев,11,Java,3600,3000,1 год,10 - 50 человек
10/12/2010 19:21:32,,Киев,4,Project manager,2500,1000,2,10 - 50 человек
10/12/2010 19:21:48,,другой,3,Flex/Flash/AIR,100,-100,1,меньше 10 человек
10/12/2010 19:24:47,,Киев,7 лет,PHP,2000,500,1 год,больше 200 человек
10/12/2010 19:24:57,,Киев,1,C#/.NET,,300,1,меньше 10 человек
10/12/2010 19:24:57,,Киев,1,C#/.NET,,300,1,меньше 10 человек
10/12/2010 19:26:24,,другой,8,Java,1500,300,5,больше 200 человек
10/12/2010 19:26:28,,Харьков,6 месяцев,QA/Testing,300,300,6 месяцев,50 - 200 человек
10/12/2010 19:28:52,,Киев,11,C#/.NET,2500,700,4,больше 200 человек
10/12/2010 19:29:22,,Киев,7,C#/.NET,1725,750,1.5,больше 200 человек
10/12/2010 19:32:44,,Киев,9,PHP,2000,2000,3,меньше 10 человек
10/12/2010 19:32:59,,Киев,5,Project manager,2200,500,2,50 - 200 человек
10/12/2010 19:35:22,,другой,4,C++,800,200,1,50 - 200 человек
10/12/2010 19:39:18,,Киев,5 лет,Ruby/Rails,1600,600,1 лет,меньше 10 человек
10/12/2010 19:46:53,,Киев,4 года,Java,2600,500,6 месяцев,50 - 200 человек
10/12/2010 19:46:55,,Киев,3 года,Project manager,1500,300,20 месяцев,10 - 50 человек
10/12/2010 19:47:32,,Киев,3,Java,1700,800,1,меньше 10 человек
10/12/2010 19:49:44,,Киев,10,Java,3100,500,2 года,больше 200 человек
10/12/2010 19:50:23,,Киев,5 месяцев,Objective-C,700,2000,1 месяц,10 - 50 человек
10/12/2010 19:50:25,,другой,30,QA/Testing,,2000,5,50 - 200 человек
10/12/2010 19:53:11,,Харьков,6 месяцев,C#/.NET,600,+600,3 месяца,больше 200 человек
10/12/2010 20:00:52,,другой,9,Java,3000,500,2,больше 200 человек
10/12/2010 20:01:35,,другой,8,Ruby/Rails,3000,1000,3,меньше 10 человек
10/12/2010 20:03:55,,другой,10,C#/.NET,,200,5,10 - 50 человек
10/12/2010 20:04:46,,Киев,1,C#/.NET,300,0,5,больше 200 человек
10/12/2010 20:07:14,,Киев,10,C#/.NET,2500,500,2,больше 200 человек
10/12/2010 20:08:23,,другой,"2,5 года",C#/.NET,7200 грн,7000-8000 грн,2 года,10 - 50 человек
10/12/2010 20:15:10,,Киев,3,Java,1450,300,1,больше 200 человек
10/12/2010 20:18:42,,другой,1,Mobile,1400,800,6 месяцев,больше 200 человек
10/12/2010 20:18:59,,другой,2,QA/Testing,1000,Витя,1 месяц,больше 200 человек
10/12/2010 20:21:37,,другой,11,C++,1300,400,2 года,больше 200 человек
10/12/2010 20:24:06,,другой,5 года,Project manager,200,0,2 года,10 - 50 человек
10/12/2010 20:28:26,,Львов,2 роки,Objective-C,700,300,9 місяців,меньше 10 человек
10/12/2010 20:36:31,,Киев,3,C#/.NET,1500,0,0.5,больше 200 человек
10/12/2010 20:37:50,,Львов,14,Embedded,3500,1000,2,10 - 50 человек
10/12/2010 20:40:04,,Киев,4 years,PHP,2000,400,3 months,больше 200 человек
10/12/2010 20:42:10,,Киев,4.5 года,C++,2000 $,2000,1.5 года,меньше 10 человек
10/12/2010 20:47:33,,Харьков,2,Ruby/Rails,800,400,1,50 - 200 человек
10/12/2010 20:58:19,,Киев,10,C#/.NET,2500,500,3,50 - 200 человек
10/12/2010 20:59:16,,Харьков,3 года,Java,1500 $,1000 $,2 недели,10 - 50 человек
10/12/2010 20:59:25,,Львов,1 рік,PHP,220,400,4 місяці,10 - 50 человек
10/12/2010 20:59:58,,Киев,10,C#/.NET,1000,500,5 Лет,50 - 200 человек
10/12/2010 21:04:04,,Киев,7,C#/.NET,3000,3800,3,больше 200 человек
10/12/2010 21:08:03,,Харьков,6.5 лет,C#/.NET,2800 $,500-700$,4 месяца,50 - 200 человек
10/12/2010 21:08:38,,Киев,2 года,Objective-C,1000,700,2 года,10 - 50 человек
10/12/2010 21:10:20,,другой,7,Embedded,2500,2500,1,меньше 10 человек
10/12/2010 21:14:36,,Киев,"3,5 года",Project manager,15000 грн,6000 грн,"1,5 года",10 - 50 человек
10/12/2010 21:14:54,,Киев,3,Flex/Flash/AIR,1600 $,1000 $,1 год,10 - 50 человек
10/12/2010 21:16:10,,другой,10,C++,2000,300,4,больше 200 человек
10/12/2010 21:19:22,,Киев,10,PHP,900,400,11 місяців,10 - 50 человек
10/12/2010 21:20:21,,Львов,8,Project manager,3000,500,4,больше 200 человек
10/12/2010 21:28:09,,Киев,4 года,Java,1100,600,4 месяца,10 - 50 человек
10/12/2010 21:29:49,,другой,6,PHP,2400,600,3,меньше 10 человек
10/12/2010 21:29:51,,Киев,5,Java,3000,500,2 мес,больше 200 человек
10/12/2010 21:33:05,,Харьков,7,Project manager,3000,3000,5,50 - 200 человек
10/12/2010 21:34:42,,Львов,2+,C#/.NET,850,1400,2+,больше 200 человек
10/12/2010 21:36:35,,Харьков,"1,5",Objective-C,500,300,"1,5",10 - 50 человек
10/12/2010 21:36:45,,Харьков,6,C#/.NET,2500,500,3,10 - 50 человек
10/12/2010 21:40:14,,другой,5,C#/.NET,900,300,4,50 - 200 человек
10/12/2010 21:41:17,,Киев,10,HTML/CSS/JavaScript,1200,500,1мeс,больше 200 человек
10/12/2010 21:42:01,,Харьков,5,QA/Testing,2000,700,1,больше 200 человек
10/12/2010 21:42:18,,Киев,10,C#/.NET,300,50,3,50 - 200 человек
10/12/2010 21:43:03,,Киев,3,Java,200,150,2,10 - 50 человек
10/12/2010 21:44:30,,Львов,5 years,Java,2000,1000,2 years,10 - 50 человек
10/12/2010 21:44:33,,Киев,10,HTML/CSS/JavaScript,2000,500,3,больше 200 человек
10/12/2010 21:46:00,,Киев,3 года,C#/.NET,1900,3000,3 месяца,10 - 50 человек
10/12/2010 21:48:47,,другой,"7,5",PHP,625,500,"2,5",50 - 200 человек
10/12/2010 21:50:34,,Киев,10,Java,2000,500,1,больше 200 человек
10/12/2010 21:52:32,,Львов,5,Embedded,,1000,1.5,50 - 200 человек
10/12/2010 21:54:08,,Киев,2,Java,2000,1000,1 год,больше 200 человек
10/12/2010 21:56:16,,Киев,4.5,C#/.NET,1500,500,4.5,50 - 200 человек
10/12/2010 21:57:17,,Киев,11,Mobile,3300 $,700 $,5 мес,50 - 200 человек
10/12/2010 21:59:20,,другой,3,Mobile,$1000,$500,2 месяца,10 - 50 человек
10/12/2010 22:02:09,,Киев,4,Java,2150,2500,5 months,больше 200 человек
10/12/2010 22:02:17,,другой,2,PHP,400,600,1.5,меньше 10 человек
10/12/2010 22:02:56,,Киев,6+ лет,Project manager,2000,1000,6 месяцев,меньше 10 человек
10/12/2010 22:07:22,,Киев,6,PHP,1500,1500,2,меньше 10 человек
10/12/2010 22:07:27,,Харьков,10,Java,,-1,0.5,больше 200 человек
10/12/2010 22:08:42,,Харьков,9,Java,3500,1000,5,меньше 10 человек
10/12/2010 22:11:20,,Харьков,1,Java,1200,500,6 месяцев,больше 200 человек
10/12/2010 22:12:26,,другой,5,Mobile,1500,500,5,меньше 10 человек
10/12/2010 22:13:28,,Киев,5,PHP,1500,500,"1,5 місяці",больше 200 человек
10/12/2010 22:14:12,,Киев,5,C#/.NET,1700,1000,3,больше 200 человек
10/12/2010 22:14:20,,другой,2,C#/.NET,370,100,2,больше 200 человек
10/12/2010 22:16:52,,Киев,10,C++,1600,800,1,50 - 200 человек
10/12/2010 22:17:04,,Харьков,5,Ruby/Rails,,1000,4,50 - 200 человек
10/12/2010 22:17:28,,Киев,6,Java,,300,0.1,больше 200 человек
10/12/2010 22:18:26,,другой,5,PHP,1200,600,5,10 - 50 человек
10/12/2010 22:19:27,,другой,4,Java,,500 $,4,10 - 50 человек
10/12/2010 22:20:39,,Харьков,10 лет,Java,800,500,2 мес,10 - 50 человек
10/12/2010 22:23:50,,Киев,4,Mobile,1100,2500,4 года,10 - 50 человек
10/12/2010 22:24:52,,Киев,17,Oracle,2200,+300 USD,5 мес.,50 - 200 человек
10/12/2010 22:25:42,,Львов,3,C#/.NET,1200,300,3,50 - 200 человек
10/12/2010 22:27:12,,Киев,6,C++,,500,1,больше 200 человек
10/12/2010 22:28:24,,Киев,10,Project manager,4000,1000,8,10 - 50 человек
10/12/2010 22:29:27,,Киев,4,C#/.NET,2400,400,1,больше 200 человек
10/12/2010 22:29:57,,Харьков,3,QA/Testing,1100,400,1 месяц,больше 200 человек
10/12/2010 22:30:29,,Львов,7 лет,Java,1500 USD,500 USD,7 лет,10 - 50 человек
10/12/2010 22:34:24,,Киев,3,C#/.NET,1700,500,2,больше 200 человек
10/12/2010 22:34:32,,другой,6,Ruby/Rails,1500,1700,2,меньше 10 человек
10/12/2010 22:35:03,,Львов,5,C#/.NET,1300eur,300,1,меньше 10 человек
10/12/2010 22:38:12,,другой,7,Flex/Flash/AIR,600,600,1,меньше 10 человек
10/12/2010 22:39:19,,Киев,5,C#/.NET,,500-700,4,меньше 10 человек
10/12/2010 22:41:38,,Киев,8,HTML/CSS/JavaScript,1200,200,3,меньше 10 человек
10/12/2010 22:42:47,,другой,5,PHP,2200,500,18 months,10 - 50 человек
10/12/2010 22:44:13,,Киев,2,Java,1500,1500,1,больше 200 человек
10/12/2010 22:48:03,,Киев,"3,5 года",C#/.NET,1500,700,1 месяц,меньше 10 человек
10/12/2010 22:57:01,,Киев,6,C#/.NET,1700,1000,2.5 месяца,10 - 50 человек
10/12/2010 22:57:43,,другой,6 лет,C#/.NET,78000 рублей,20000,6 месяцев,50 - 200 человек
10/12/2010 22:58:48,,Киев,3,C#/.NET,1500,400,8 months,больше 200 человек
10/12/2010 23:00:48,,Киев,8 лет,Objective-C,2500,500,1 месяц,больше 200 человек
10/12/2010 23:01:32,,Киев,6,PHP,3300,0,4,меньше 10 человек
10/12/2010 23:01:42,,Львов,3года,C#/.NET,1100,500,14мес,50 - 200 человек
10/12/2010 23:02:27,,Киев,7,C#/.NET,1750,250,2,больше 200 человек
10/12/2010 23:04:48,,другой,17,Java,1150,350,4,50 - 200 человек
10/12/2010 23:07:17,,другой,3 года 6 месяцев,Java,1800,700,2 месяца,10 - 50 человек
10/12/2010 23:08:01,,Харьков,11,C#/.NET,,500,36,больше 200 человек
10/12/2010 23:12:49,,Киев,3,C#/.NET,1500,350,3 месяца,10 - 50 человек
10/12/2010 23:13:38,,другой,7,C++,800,400,2,10 - 50 человек
10/12/2010 23:14:40,,Киев,5,QA/Testing,3000,500,1,больше 200 человек
10/12/2010 23:14:54,,другой,5,PHP,1800,600,1 год,10 - 50 человек
10/12/2010 23:18:13,,Львов,8,Python,900,1800,2 года,больше 200 человек
10/12/2010 23:19:00,,другой,6 месяцев,Java,375,300,3 месяца,10 - 50 человек
10/12/2010 23:24:16,,Киев,4,Java,1700,1700,1.5 лет,меньше 10 человек
10/12/2010 23:24:27,,Киев,5,C#/.NET,2300,400,0.5,больше 200 человек
10/12/2010 23:26:40,,Киев,3 года,C++,1000,500,3 года,50 - 200 человек
10/12/2010 23:30:46,,Харьков,"2,5 года",C#/.NET,1000,300,7 месяцев,50 - 200 человек
10/12/2010 23:39:04,,Киев,15,C#/.NET,2700,500,1,больше 200 человек
10/12/2010 23:41:41,,другой,30,C#/.NET,600,200,6,меньше 10 человек
10/12/2010 23:44:20,,Киев,5,C#/.NET,1800,500,10 месяцев,больше 200 человек
10/12/2010 23:50:58,,другой,3,C++,1200,0,3,больше 200 человек
10/13/2010 0:05:13,,другой,1.5,Python,820,300,1,меньше 10 человек
10/13/2010 0:18:45,,Харьков,4,PHP,500,1000,4,больше 200 человек
10/13/2010 0:24:38,,Киев,3,Java,1700,700,5 мес,меньше 10 человек
10/13/2010 0:29:19,,Харьков,4 года,QA/Testing,1200,800,2 года 8 месяцев,50 - 200 человек
10/13/2010 0:32:04,,Киев,3,PHP,1000,1400,1,10 - 50 человек
10/13/2010 0:43:18,,другой,1 year,C#/.NET,400,700,3 monthes,50 - 200 человек
10/13/2010 0:48:12,,Киев,3,PHP,600,200,2,10 - 50 человек
10/13/2010 1:01:41,,Киев,11,Project manager,3300,4000,5,10 - 50 человек
10/13/2010 1:09:03,,другой,1,PHP,500,500,1,10 - 50 человек
10/13/2010 1:22:38,,другой,1.5,PHP,800,700,1.5,меньше 10 человек
10/13/2010 1:29:02,,Львов,3,C#/.NET,1500,750,3,больше 200 человек
10/13/2010 1:32:40,,Киев,4,Java,2500,500,1,10 - 50 человек
10/13/2010 1:38:52,,Львов,1y3m,Java,1100,500,3m,10 - 50 человек
10/13/2010 2:00:24,,другой,5,C++,1400,2000,1,10 - 50 человек
10/13/2010 2:31:52,,другой,4,Objective-C,1600,2400,2,меньше 10 человек
10/13/2010 2:53:19,,Киев,5,Flex/Flash/AIR,1200,1000,1год,меньше 10 человек
10/13/2010 3:18:15,,другой,4,PHP,700,600,3,меньше 10 человек
10/13/2010 3:18:38,,другой,4,PHP,700,600,3,меньше 10 человек
10/13/2010 3:38:44,,другой,3,Embedded,2000,1000,3,больше 200 человек
10/13/2010 7:03:05,,Киев,4,QA/Testing,1400,500,3,больше 200 человек
10/13/2010 7:22:37,,Киев,1,QA/Testing,1500,500,6 месяцев,больше 200 человек
10/13/2010 7:48:01,,другой,6 лет,PHP,500,1000,3 года,10 - 50 человек
10/13/2010 8:00:38,,Харьков,2,C++,650,150,2,больше 200 человек
10/13/2010 8:09:50,,Киев,6,C#/.NET,1800,300,8 месяцев,меньше 10 человек
10/13/2010 8:31:52,,Киев,3г+,C#/.NET,2200,+500,11м,10 - 50 человек
10/13/2010 8:33:21,,Харьков,2.5,C#/.NET,800,200,2.5,больше 200 человек
10/13/2010 8:34:21,,Львов,2,C#/.NET,720,300,2,10 - 50 человек
10/13/2010 8:52:04,,другой,4,C#/.NET,1350,500,4 года,50 - 200 человек
10/13/2010 8:56:59,,Киев,1 год,PHP,6000 грн,2000 грн,8 месяцев,меньше 10 человек
10/13/2010 9:01:08,,Киев,4,QA/Testing,1300,700,1,больше 200 человек
10/13/2010 9:02:36,,Харьков,"1,5 лет",QA/Testing,5000uah,1500-2000 uah,1 год,50 - 200 человек
10/13/2010 9:05:11,,Киев,1 год,Java,300,200,2 месяца,50 - 200 человек
10/13/2010 9:09:11,,другой,2,PHP,1800,500,4,10 - 50 человек
10/13/2010 9:09:50,,Киев,2,PHP,900,300,1.5 года,меньше 10 человек
10/13/2010 9:12:46,,Киев,5 лет,Java,2800,3800,2 года,10 - 50 человек
10/13/2010 9:18:40,,Харьков,2 года,Java,1200,600,3 месяца,50 - 200 человек
10/13/2010 9:21:05,,Харьков,3,Java,1200,+500,3 месяца,больше 200 человек
10/13/2010 9:21:52,,Харьков,1 год,Java,650 евро,650 евро,1 год,50 - 200 человек
10/13/2010 9:26:41,,Киев,10,Oracle,2500,1000,4,больше 200 человек
10/13/2010 9:31:31,,Киев,7 лет,PHP,12000,4000,2 месяца,10 - 50 человек
10/13/2010 9:41:05,,Харьков,1,QA/Testing,5000,1500,0.5,50 - 200 человек
10/13/2010 9:41:26,,Львов,2,C#/.NET,1000,2000,1.5,10 - 50 человек
10/13/2010 9:42:05,,Киев,6,C#/.NET,3000,1500,4,50 - 200 человек
10/13/2010 9:45:00,,другой,10,Project manager,2200,3000,6,10 - 50 человек
10/13/2010 9:47:05,,другой,6,Java,100,0,4,больше 200 человек
10/13/2010 9:47:13,,Харьков,8,Java,1700,500,6 месяцев,10 - 50 человек
10/13/2010 9:59:50,,Львов,3 года,Embedded,800,400,3 года,больше 200 человек
10/13/2010 10:02:36,,Харьков,5,Java,1300,1800,6 месяцев,больше 200 человек
10/13/2010 10:13:12,,Львов,5,C#/.NET,5000,2000,3,больше 200 человек
10/13/2010 10:13:31,,Львов,5 років,Java,2300 USD,500 USD,4 місяці,больше 200 человек
10/13/2010 10:15:19,,Киев,10,C#/.NET,2500,500-1000,2 ujlf,больше 200 человек
10/13/2010 10:16:17,,Киев,17,Java,3400,500,2,больше 200 человек
10/13/2010 10:16:18,,другой,4 года,Java,2350,1000,1 год,50 - 200 человек
10/13/2010 10:16:22,,Киев,1,HTML/CSS/JavaScript,3500,2000,3 месяца,10 - 50 человек
10/13/2010 10:17:24,,другой,2 года,C#/.NET,400,200,1 год,10 - 50 человек
10/13/2010 10:20:21,,Киев,4,C#/.NET,1800,500,2,больше 200 человек
10/13/2010 10:22:24,,Киев,11 лет,Project manager,,+50%,2 года,меньше 10 человек
10/13/2010 10:23:02,,другой,6 years,C++,2000,400,3 years,больше 200 человек
10/13/2010 10:24:16,,Киев,6 месяцев,Java,800,200,2 месяца,50 - 200 человек
10/13/2010 10:30:12,,Харьков,9,C++,1250,500,2.5,10 - 50 человек
10/13/2010 10:33:36,,Киев,2,Python,1000,1500,1,10 - 50 человек
10/13/2010 10:33:47,,Киев,6,Oracle,2922,40-50%,3,больше 200 человек
10/13/2010 10:39:50,,другой,6 лет,PHP,50000 рублей,20000 рублей,3 месяца,10 - 50 человек
10/13/2010 10:44:32,,Киев,3,Java,2400,300,"0,4",больше 200 человек
10/13/2010 10:45:42,,Киев,6,PHP,1300,300,18 мес.,10 - 50 человек
10/13/2010 10:48:30,,другой,3,C#/.NET,,1500,3,10 - 50 человек
10/13/2010 10:49:22,,Львов,5.5,QA/Testing,1500,500,5.5,50 - 200 человек
10/13/2010 10:50:08,,Киев,12,C#/.NET,500,300,2,меньше 10 человек
10/13/2010 10:52:26,,другой,5,Java,900 евро,600 євро,4,10 - 50 человек
10/13/2010 11:04:32,,Львов,10,Project manager,1700,800,5,50 - 200 человек
10/13/2010 11:07:24,,Киев,15,HTML/CSS/JavaScript,900,0,5,меньше 10 человек
10/13/2010 11:09:46,,Киев,6,Embedded,2200,400,1,50 - 200 человек
10/13/2010 11:12:21,,другой,2 года,HTML/CSS/JavaScript,700,+ 800,5 месяцев,10 - 50 человек
10/13/2010 11:16:26,,Харьков,0,PHP,500,300,0,10 - 50 человек
10/13/2010 11:18:53,,другой,0.5,Java,300,100,0.5,меньше 10 человек
10/13/2010 11:19:58,,Харьков,3 года,Python,1200,600,3 месяца,10 - 50 человек
10/13/2010 11:35:09,,другой,3,Java,1300,700,"0,2",50 - 200 человек
10/13/2010 11:36:51,,Харьков,5,C#/.NET,2600,400,1,меньше 10 человек
10/13/2010 11:39:07,,Львов,3,C++,1200,0,2,больше 200 человек
10/13/2010 11:39:35,,Харьков,1 год,Java,580,300,0.5 года,10 - 50 человек
10/13/2010 11:41:19,,Харьков,2 года,C#/.NET,530,500,2 года,больше 200 человек
10/13/2010 11:43:13,,Львов,14,QA/Testing,,50%,2,больше 200 человек
10/13/2010 11:44:38,,Харьков,9 лет,QA/Testing,1700,400,1 год,50 - 200 человек
10/13/2010 11:46:59,,Киев,10,Project manager,2500,500,0.9 yrs,больше 200 человек
10/13/2010 11:51:44,,другой,4,PHP,1300,400,1,больше 200 человек
10/13/2010 11:58:53,,Львов,3 month,Java,300,300,3 month,больше 200 человек
10/13/2010 12:02:13,,другой,11,C++,1250,750,2,50 - 200 человек
10/13/2010 12:04:28,,Киев,5 лет,Project manager,1500,2500,8 месяцев,50 - 200 человек
10/13/2010 12:05:26,,Киев,3,C++,1250,-,3,10 - 50 человек
10/13/2010 12:07:14,,Киев,3,PHP,1000,200,1,меньше 10 человек
10/13/2010 12:08:33,,Львов,3,PHP,1700,500,3,50 - 200 человек
10/13/2010 12:09:33,,Киев,11 лет,C#/.NET,$2000,$1000,2 года,больше 200 человек
10/13/2010 12:10:45,,Киев,10 лет,PHP,14000грн,2-3к грн,10 месяцев,10 - 50 человек
10/13/2010 12:11:12,,Харьков,2,Project manager,1500 $,500 $,"0,5",больше 200 человек
10/13/2010 12:14:09,,Харьков,7,Project manager,1500,500,2 года,50 - 200 человек
10/13/2010 12:18:05,,Харьков,6,C#/.NET,1700,300,1,меньше 10 человек
10/13/2010 12:23:37,,Львов,8,Mobile,900,1000,1,10 - 50 человек
10/13/2010 12:29:46,,Львов,5,Embedded,,500,0.5,меньше 10 человек
10/13/2010 12:30:10,,Киев,6.5,C#/.NET,1400,0,6.5,10 - 50 человек
10/13/2010 12:35:27,,другой,4,PHP,2000 грн.,2000 грн.,1.5,10 - 50 человек
10/13/2010 12:38:29,,Киев,10,C++,2100,700,2,50 - 200 человек
10/13/2010 12:38:33,,Киев,5,Ruby/Rails,2500-3000,500,3 месяца,меньше 10 человек
10/13/2010 12:38:42,,другой,2,Flex/Flash/AIR,700,700,2,10 - 50 человек
10/13/2010 12:47:20,,Харьков,3,C#/.NET,11000 грн.,+4000 грн.,2,50 - 200 человек
10/13/2010 12:48:13,,Киев,10,C#/.NET,2100,15%,3,больше 200 человек
10/13/2010 12:48:30,,Харьков,3,C#/.NET,2000,500,0,больше 200 человек
